,zone,time_window,weekday_pickup,weekend_pickup,weekday_dropoff,weekend_dropoff,weekday_differentials,weekend_differentials,supply_surplus_weekday,supply_surplus_weekend
2219,47,12,0,1,8,9,8,8,True,True
2220,47,13,2,1,9,11,7,10,True,True
2221,47,14,1,0,22,4,21,4,True,True
2222,47,15,2,4,26,5,24,1,True,True
2223,47,16,1,2,17,5,16,3,True,True
2224,47,17,3,1,27,4,24,3,True,True
2225,47,18,0,1,26,4,26,3,True,True
2226,47,19,1,3,13,6,12,3,True,True
2227,47,20,0,3,12,4,12,1,True,True
2228,47,21,1,3,7,10,6,7,True,True
2229,47,22,1,1,12,4,11,3,True,True
2230,47,23,1,3,4,3,3,0,True,False
2231,47,24,1,2,5,9,4,7,True,True
2232,47,25,1,2,14,4,13,2,True,True
2233,47,26,0,2,12,4,12,2,True,True
2234,47,27,0,1,11,6,11,5,True,True
2235,47,28,1,0,10,4,9,4,True,True
2236,47,29,0,1,8,4,8,3,True,True
2237,47,30,0,1,6,6,6,5,True,True
2238,47,31,1,0,5,2,4,2,True,True
2239,47,32,0,1,5,6,5,5,True,True
2240,47,33,0,0,9,2,9,2,True,True
2241,47,34,0,0,1,8,1,8,True,True
2242,47,35,0,1,3,2,3,1,True,True
2243,47,36,1,2,11,8,10,6,True,True
2244,47,37,2,2,2,4,0,2,False,True
2245,47,38,3,1,15,8,12,7,True,True
2246,47,39,5,2,14,10,9,8,True,True
2247,47,40,3,2,9,7,6,5,True,True
2248,47,41,2,1,11,10,9,9,True,True
2249,47,42,4,2,12,3,8,1,True,True
2250,47,43,5,0,19,5,14,5,True,True
2251,47,44,4,1,25,14,21,13,True,True
2252,47,45,2,0,18,2,16,2,True,True
2253,47,46,1,0,12,6,11,6,True,True
2254,47,47,3,0,11,6,8,6,True,True
2255,47,48,1,1,21,8,20,7,True,True
2256,48,1,6668,6097,6293,4540,-375,-1557,False,False
2257,48,2,5516,6083,4974,4748,-542,-1335,False,False
2258,48,3,4251,5481,3782,4335,-469,-1146,False,False
2259,48,4,3367,4860,2891,3818,-476,-1042,False,False
2260,48,5,2764,4274,2352,3584,-412,-690,False,False
2261,48,6,2450,3911,1883,3263,-567,-648,False,False
2262,48,7,2075,3272,1564,2962,-511,-310,False,False
2263,48,8,1740,3065,1171,2397,-569,-668,False,False
2264,48,9,1962,2665,1084,2085,-878,-580,False,False
2265,48,10,1547,1705,907,1428,-640,-277,False,False
2266,48,11,1653,1191,635,832,-1018,-359,False,False
2267,48,12,2946,950,845,592,-2101,-358,False,False
2268,48,13,4831,943,1269,614,-3562,-329,False,False
2269,48,14,7527,1187,1996,738,-5531,-449,False,False
2270,48,15,8245,1274,2404,851,-5841,-423,False,False
2271,48,16,9216,1677,2953,1145,-6263,-532,False,False
2272,48,17,8878,1812,3529,1342,-5349,-470,False,False
2273,48,18,9138,2294,4408,1546,-4730,-748,False,False
2274,48,19,8344,2425,4581,1592,-3763,-833,False,False
2275,48,20,7874,3016,4737,1829,-3137,-1187,False,False
2276,48,21,6617,2957,4403,1952,-2214,-1005,False,False
2277,48,22,5771,3234,4226,2117,-1545,-1117,False,False
2278,48,23,5646,3252,4353,2277,-1293,-975,False,False
2279,48,24,5851,3416,4972,2766,-879,-650,False,False
2280,48,25,5997,3620,5555,3136,-442,-484,False,False
2281,48,26,5578,3558,5501,3136,-77,-422,False,False
2282,48,27,5200,3416,5182,3633,-18,217,False,True
2283,48,28,5372,3263,5239,3877,-133,614,False,True
2284,48,29,4947,3072,4931,3567,-16,495,False,True
2285,48,30,5060,3270,5239,3644,179,374,True,True
2286,48,31,4684,2951,5130,3137,446,186,True,True
2287,48,32,4381,2984,5006,3101,625,117,True,True
2288,48,33,4122,2759,4667,2919,545,160,True,True
2289,48,34,3855,2799,4040,2715,185,-84,True,False
2290,48,35,4475,2928,4422,2822,-53,-106,False,False
2291,48,36,5716,3632,6025,3802,309,170,True,True
2292,48,37,6764,3604,7339,4087,575,483,True,True
2293,48,38,8120,3816,8522,4210,402,394,True,True
2294,48,39,8974,4142,9125,4546,151,404,True,True
2295,48,40,9488,4336,10542,5398,1054,1062,True,True
2296,48,41,9170,3974,9869,4339,699,365,True,True
2297,48,42,9516,3831,9064,3847,-452,16,False,True
2298,48,43,9839,4079,9144,3940,-695,-139,False,False
2299,48,44,10529,4253,8769,3781,-1760,-472,False,False
2300,48,45,9920,4091,8773,3921,-1147,-170,False,False
2301,48,46,10299,4576,8790,4053,-1509,-523,False,False
2302,48,47,9965,4697,8889,4381,-1076,-316,False,False
2303,48,48,9084,4443,7894,4260,-1190,-183,False,False
2304,49,1,289,341,1268,634,979,293,True,True
2305,49,2,250,382,1253,771,1003,389,True,True
2306,49,3,192,390,1014,834,822,444,True,True
2307,49,4,118,306,732,903,614,597,True,True
2308,49,5,103,288,601,861,498,573,True,True
2309,49,6,77,257,500,799,423,542,True,True
2310,49,7,43,179,350,687,307,508,True,True
2311,49,8,34,131,289,594,255,463,True,True
2312,49,9,32,116,247,529,215,413,True,True
2313,49,10,28,67,214,387,186,320,True,True
2314,49,11,22,33,120,216,98,183,True,True
2315,49,12,21,32,99,126,78,94,True,True
2316,49,13,30,16,77,85,47,69,True,True
2317,49,14,28,23,60,66,32,43,True,True
2318,49,15,43,9,76,57,33,48,True,True
2319,49,16,48,17,55,45,7,28,True,True
2320,49,17,35,15,61,54,26,39,True,True
2321,49,18,38,15,93,61,55,46,True,True
2322,49,19,46,25,95,71,49,46,True,True
2323,49,20,39,40,97,66,58,26,True,True
2324,49,21,40,33,104,85,64,52,True,True
2325,49,22,16,43,84,101,68,58,True,True
2326,49,23,20,53,100,142,80,89,True,True
2327,49,24,23,46,113,118,90,72,True,True
2328,49,25,25,41,114,112,89,71,True,True
2329,49,26,19,34,110,119,91,85,True,True
2330,49,27,25,54,117,142,92,88,True,True
2331,49,28,25,44,133,110,108,66,True,True
2332,49,29,25,44,144,149,119,105,True,True
2333,49,30,21,40,143,114,122,74,True,True
2334,49,31,25,39,176,129,151,90,True,True
2335,49,32,39,57,159,130,120,73,True,True
2336,49,33,28,34,167,115,139,81,True,True
2337,49,34,19,44,116,144,97,100,True,True
2338,49,35,36,43,173,164,137,121,True,True
2339,49,36,59,61,238,167,179,106,True,True
2340,49,37,75,56,310,202,235,146,True,True
2341,49,38,64,61,374,212,310,151,True,True
2342,49,39,80,81,493,245,413,164,True,True
2343,49,40,112,77,545,221,433,144,True,True
2344,49,41,107,68,633,270,526,202,True,True
2345,49,42,144,94,721,278,577,184,True,True
2346,49,43,195,136,949,286,754,150,True,True
2347,49,44,195,127,1135,337,940,210,True,True
2348,49,45,236,137,1206,350,970,213,True,True
2349,49,46,315,176,1292,391,977,215,True,True
2350,49,47,342,191,1373,485,1031,294,True,True
2351,49,48,346,216,1415,571,1069,355,True,True
2352,50,1,1530,1766,1807,2214,277,448,True,True
2353,50,2,1254,1833,1507,2222,253,389,True,True
2354,50,3,993,1859,1139,1894,146,35,True,True
2355,50,4,736,1780,994,1648,258,-132,True,False
2356,50,5,701,1872,807,1452,106,-420,True,False
2357,50,6,541,1837,635,1221,94,-616,True,False
2358,50,7,502,1674,569,1159,67,-515,True,False
2359,50,8,462,1493,438,942,-24,-551,False,False
2360,50,9,530,1493,406,882,-124,-611,False,False
2361,50,10,379,1056,317,578,-62,-478,False,False
2362,50,11,382,764,303,340,-79,-424,False,False
2363,50,12,477,605,350,209,-127,-396,False,False
2364,50,13,772,386,689,198,-83,-188,False,False
2365,50,14,1310,350,1292,264,-18,-86,False,False
2366,50,15,1928,412,1368,301,-560,-111,False,False
2367,50,16,2722,768,1592,370,-1130,-398,False,False
2368,50,17,3178,945,2090,512,-1088,-433,False,False
2369,50,18,3548,982,2716,710,-832,-272,False,False
2370,50,19,3436,1146,3345,971,-91,-175,False,False
2371,50,20,3198,1390,3301,1219,103,-171,True,False
2372,50,21,2636,1360,3084,1267,448,-93,True,False
2373,50,22,2524,1286,2513,1366,-11,80,False,True
2374,50,23,2426,1190,2522,1577,96,387,True,True
2375,50,24,2514,1297,2471,1662,-43,365,False,True
2376,50,25,2492,1394,2476,1664,-16,270,False,True
2377,50,26,2674,1761,2539,1473,-135,-288,False,False
2378,50,27,2417,1451,2452,1528,35,77,True,True
2379,50,28,2228,1314,2387,1421,159,107,True,True
2380,50,29,2203,1264,2445,1365,242,101,True,True
2381,50,30,2105,1158,2340,1302,235,144,True,True
2382,50,31,1983,1179,2179,1353,196,174,True,True
2383,50,32,1951,1201,2214,1166,263,-35,True,False
2384,50,33,1795,1005,1861,1062,66,57,True,True
2385,50,34,1712,937,1615,889,-97,-48,False,False
2386,50,35,1975,1052,1714,900,-261,-152,False,False
2387,50,36,2300,1169,2450,1169,150,0,True,False
2388,50,37,2741,1258,2895,1386,154,128,True,True
2389,50,38,2938,1141,3179,1366,241,225,True,True
2390,50,39,3069,1116,3260,1350,191,234,True,True
2391,50,40,2971,1186,3247,1324,276,138,True,True
2392,50,41,3004,1062,3198,1233,194,171,True,True
2393,50,42,2996,1123,2957,1177,-39,54,False,True
2394,50,43,2900,1181,2859,1211,-41,30,False,True
2395,50,44,2643,1078,2772,1273,129,195,True,True
2396,50,45,2698,1090,2888,1239,190,149,True,True
2397,50,46,2451,1194,2868,1524,417,330,True,True
2398,50,47,2439,1298,2952,1639,513,341,True,True
2399,50,48,2224,1174,2770,1981,546,807,True,True
2400,51,1,2,2,33,12,31,10,True,True
2401,51,2,0,0,19,11,19,11,True,True
2402,51,3,0,0,14,10,14,10,True,True
2403,51,4,0,2,13,13,13,11,True,True
2404,51,5,1,1,11,14,10,13,True,True
2405,51,6,1,0,18,15,17,15,True,True
2406,51,7,1,0,8,10,7,10,True,True
2407,51,8,0,0,5,21,5,21,True,True
2408,51,9,0,0,8,15,8,15,True,True
2409,51,10,0,1,8,5,8,4,True,True
2410,51,11,1,2,8,7,7,5,True,True
2411,51,12,0,0,5,4,5,4,True,True
2412,51,13,0,0,4,5,4,5,True,True
2413,51,14,0,0,3,5,3,5,True,True
2414,51,15,0,0,8,11,8,11,True,True
2415,51,16,0,0,3,11,3,11,True,True
2416,51,17,0,0,12,2,12,2,True,True
2417,51,18,0,0,2,7,2,7,True,True
2418,51,19,0,0,5,6,5,6,True,True
2419,51,20,0,0,9,5,9,5,True,True
2420,51,21,0,0,7,3,7,3,True,True
2421,51,22,1,0,4,4,3,4,True,True
2422,51,23,1,0,6,0,5,0,True,False
2423,51,24,0,0,10,3,10,3,True,True
2424,51,25,0,0,8,3,8,3,True,True
2425,51,26,1,0,10,4,9,4,True,True
2426,51,27,0,0,9,8,9,8,True,True
2427,51,28,0,0,6,4,6,4,True,True
2428,51,29,1,0,3,2,2,2,True,True
2429,51,30,0,0,10,8,10,8,True,True
2430,51,31,0,0,6,4,6,4,True,True
2431,51,32,0,1,5,3,5,2,True,True
2432,51,33,0,0,7,4,7,4,True,True
2433,51,34,0,0,16,4,16,4,True,True
2434,51,35,0,0,4,6,4,6,True,True
2435,51,36,0,0,9,9,9,9,True,True
2436,51,37,0,1,9,9,9,8,True,True
2437,51,38,1,0,10,8,9,8,True,True
2438,51,39,0,0,7,8,7,8,True,True
2439,51,40,0,0,17,7,17,7,True,True
2440,51,41,0,0,17,8,17,8,True,True
2441,51,42,0,0,19,1,19,1,True,True
2442,51,43,1,0,16,4,15,4,True,True
2443,51,44,0,0,27,11,27,11,True,True
2444,51,45,0,0,25,8,25,8,True,True
2445,51,46,0,0,20,6,20,6,True,True
2446,51,47,0,0,24,7,24,7,True,True
2447,51,48,1,0,21,6,20,6,True,True
2448,52,1,152,201,396,179,244,-22,True,False
2449,52,2,116,195,354,242,238,47,True,True
2450,52,3,72,140,224,226,152,86,True,True
2451,52,4,49,108,151,217,102,109,True,True
2452,52,5,32,87,139,199,107,112,True,True
2453,52,6,27,80,100,174,73,94,True,True
2454,52,7,20,41,58,128,38,87,True,True
2455,52,8,20,50,59,114,39,64,True,True
2456,52,9,31,30,39,99,8,69,True,True
2457,52,10,46,17,46,51,0,34,False,True
2458,52,11,72,22,26,27,-46,5,False,True
2459,52,12,108,26,22,22,-86,-4,False,False
2460,52,13,176,36,32,13,-144,-23,False,False
2461,52,14,335,61,77,22,-258,-39,False,False
2462,52,15,467,63,75,26,-392,-37,False,False
2463,52,16,571,67,43,17,-528,-50,False,False
2464,52,17,676,84,77,25,-599,-59,False,False
2465,52,18,562,108,66,20,-496,-88,False,False
2466,52,19,460,113,50,39,-410,-74,False,False
2467,52,20,329,131,61,49,-268,-82,False,False
2468,52,21,257,153,52,52,-205,-101,False,False
2469,52,22,251,135,68,49,-183,-86,False,False
2470,52,23,175,146,61,52,-114,-94,False,False
2471,52,24,171,147,65,52,-106,-95,False,False
2472,52,25,176,145,62,63,-114,-82,False,False
2473,52,26,125,153,79,66,-46,-87,False,False
2474,52,27,137,143,82,62,-55,-81,False,False
2475,52,28,126,147,79,76,-47,-71,False,False
2476,52,29,142,120,84,74,-58,-46,False,False
2477,52,30,138,127,102,75,-36,-52,False,False
2478,52,31,156,110,96,88,-60,-22,False,False
2479,52,32,121,123,124,65,3,-58,True,False
2480,52,33,105,123,109,81,4,-42,True,False
2481,52,34,122,116,96,64,-26,-52,False,False
2482,52,35,145,134,108,78,-37,-56,False,False
2483,52,36,185,170,128,83,-57,-87,False,False
2484,52,37,215,171,214,115,-1,-56,False,False
2485,52,38,250,166,267,103,17,-63,True,False
2486,52,39,240,176,347,118,107,-58,True,False
2487,52,40,243,161,361,114,118,-47,True,False
2488,52,41,276,137,415,125,139,-12,True,False
2489,52,42,189,129,441,104,252,-25,True,False
2490,52,43,243,133,484,120,241,-13,True,False
2491,52,44,257,115,505,110,248,-5,True,False
2492,52,45,274,139,546,159,272,20,True,True
2493,52,46,295,156,548,150,253,-6,True,False
2494,52,47,291,175,522,164,231,-11,True,False
2495,52,48,247,150,526,184,279,34,True,True
2496,53,1,1,0,31,14,30,14,True,True
2497,53,2,0,0,27,14,27,14,True,True
2498,53,3,0,0,26,9,26,9,True,True
2499,53,4,0,1,26,17,26,16,True,True
2500,53,5,1,1,11,10,10,9,True,True
2501,53,6,1,0,14,10,13,10,True,True
2502,53,7,0,0,12,9,12,9,True,True
2503,53,8,0,0,10,14,10,14,True,True
2504,53,9,0,0,7,16,7,16,True,True
2505,53,10,1,0,7,13,6,13,True,True
2506,53,11,1,2,11,11,10,9,True,True
2507,53,12,1,0,11,5,10,5,True,True
2508,53,13,1,2,9,7,8,5,True,True
2509,53,14,0,0,18,9,18,9,True,True
2510,53,15,0,0,13,0,13,0,True,False
2511,53,16,0,0,10,8,10,8,True,True
2512,53,17,0,0,9,4,9,4,True,True
2513,53,18,1,0,11,4,10,4,True,True
2514,53,19,1,1,17,7,16,6,True,True
2515,53,20,0,1,15,8,15,7,True,True
2516,53,21,2,0,16,10,14,10,True,True
2517,53,22,1,1,21,12,20,11,True,True
2518,53,23,1,1,16,4,15,3,True,True
2519,53,24,2,0,13,4,11,4,True,True
2520,53,25,2,1,6,2,4,1,True,True
2521,53,26,1,0,8,4,7,4,True,True
2522,53,27,3,0,13,6,10,6,True,True
2523,53,28,1,1,23,4,22,3,True,True
2524,53,29,0,0,7,3,7,3,True,True
2525,53,30,0,0,5,7,5,7,True,True
2526,53,31,1,0,20,6,19,6,True,True
2527,53,32,5,1,25,5,20,4,True,True
2528,53,33,1,1,10,7,9,6,True,True
2529,53,34,0,2,10,12,10,10,True,True
2530,53,35,1,1,10,4,9,3,True,True
2531,53,36,1,0,9,8,8,8,True,True
2532,53,37,3,1,17,10,14,9,True,True
2533,53,38,4,3,20,16,16,13,True,True
2534,53,39,3,2,27,9,24,7,True,True
2535,53,40,1,0,18,8,17,8,True,True
2536,53,41,3,1,21,9,18,8,True,True
2537,53,42,1,1,20,13,19,12,True,True
2538,53,43,0,0,29,16,29,16,True,True
2539,53,44,4,1,28,12,24,11,True,True
2540,53,45,1,0,39,10,38,10,True,True
2541,53,46,3,1,31,11,28,10,True,True
2542,53,47,2,1,30,9,28,8,True,True
2543,53,48,2,1,35,11,33,10,True,True
2544,54,1,18,25,141,83,123,58,True,True
2545,54,2,19,23,151,87,132,64,True,True
2546,54,3,11,12,109,114,98,102,True,True
2547,54,4,6,8,79,85,73,77,True,True
2548,54,5,5,12,63,91,58,79,True,True
2549,54,6,2,12,47,72,45,60,True,True
2550,54,7,0,5,28,62,28,57,True,True
2551,54,8,3,7,31,66,28,59,True,True
2552,54,9,2,7,20,44,18,37,True,True
2553,54,10,4,2,16,35,12,33,True,True
2554,54,11,2,1,8,20,6,19,True,True
2555,54,12,4,0,5,8,1,8,True,True
2556,54,13,13,1,15,8,2,7,True,True
2557,54,14,35,3,18,9,-17,6,False,True
2558,54,15,52,3,17,5,-35,2,False,True
2559,54,16,43,4,26,9,-17,5,False,True
2560,54,17,33,2,22,9,-11,7,False,True
2561,54,18,26,3,26,14,0,11,False,True
2562,54,19,9,10,21,15,12,5,True,True
2563,54,20,7,8,27,21,20,13,True,True
2564,54,21,6,9,18,20,12,11,True,True
2565,54,22,5,15,13,17,8,2,True,True
2566,54,23,10,9,17,35,7,26,True,True
2567,54,24,6,12,24,26,18,14,True,True
2568,54,25,3,6,30,26,27,20,True,True
2569,54,26,4,12,32,22,28,10,True,True
2570,54,27,1,5,16,26,15,21,True,True
2571,54,28,1,7,28,19,27,12,True,True
2572,54,29,6,7,18,34,12,27,True,True
2573,54,30,0,9,33,25,33,16,True,True
2574,54,31,7,8,36,29,29,21,True,True
2575,54,32,3,3,28,32,25,29,True,True
2576,54,33,8,12,29,29,21,17,True,True
2577,54,34,3,10,30,28,27,18,True,True
2578,54,35,6,9,25,39,19,30,True,True
2579,54,36,15,10,38,45,23,35,True,True
2580,54,37,15,20,74,58,59,38,True,True
2581,54,38,15,20,91,44,76,24,True,True
2582,54,39,9,16,103,64,94,48,True,True
2583,54,40,19,12,117,54,98,42,True,True
2584,54,41,19,12,146,43,127,31,True,True
2585,54,42,13,19,159,53,146,34,True,True
2586,54,43,24,10,166,51,142,41,True,True
2587,54,44,29,13,167,48,138,35,True,True
2588,54,45,34,15,168,54,134,39,True,True
2589,54,46,43,16,189,58,146,42,True,True
2590,54,47,30,23,156,46,126,23,True,True
2591,54,48,26,17,199,61,173,44,True,True
2592,55,1,0,1,25,9,25,8,True,True
2593,55,2,0,0,22,13,22,13,True,True
2594,55,3,1,1,23,9,22,8,True,True
2595,55,4,1,0,19,13,18,13,True,True
2596,55,5,0,0,16,19,16,19,True,True
2597,55,6,0,0,6,17,6,17,True,True
2598,55,7,0,0,10,14,10,14,True,True
2599,55,8,0,0,3,14,3,14,True,True
2600,55,9,0,1,7,17,7,16,True,True
2601,55,10,0,1,5,15,5,14,True,True
2602,55,11,0,1,6,14,6,13,True,True
2603,55,12,0,0,5,14,5,14,True,True
2604,55,13,0,0,8,3,8,3,True,True
2605,55,14,0,0,5,9,5,9,True,True
2606,55,15,0,1,2,4,2,3,True,True
2607,55,16,1,0,3,2,2,2,True,True
2608,55,17,1,0,11,4,10,4,True,True
2609,55,18,0,0,10,7,10,7,True,True
2610,55,19,1,0,6,3,5,3,True,True
2611,55,20,1,0,7,7,6,7,True,True
2612,55,21,1,0,9,11,8,11,True,True
2613,55,22,1,0,11,8,10,8,True,True
2614,55,23,1,1,7,11,6,10,True,True
2615,55,24,0,0,15,12,15,12,True,True
2616,55,25,0,0,16,16,16,16,True,True
2617,55,26,0,1,9,17,9,16,True,True
2618,55,27,1,0,13,19,12,19,True,True
2619,55,28,0,2,15,17,15,15,True,True
2620,55,29,0,1,15,15,15,14,True,True
2621,55,30,0,0,14,14,14,14,True,True
2622,55,31,0,2,16,17,16,15,True,True
2623,55,32,0,0,6,19,6,19,True,True
2624,55,33,1,2,13,13,12,11,True,True
2625,55,34,0,0,12,9,12,9,True,True
2626,55,35,1,1,15,9,14,8,True,True
2627,55,36,0,1,7,11,7,10,True,True
2628,55,37,0,2,10,18,10,16,True,True
2629,55,38,0,0,19,12,19,12,True,True
2630,55,39,2,0,17,18,15,18,True,True
2631,55,40,0,3,20,17,20,14,True,True
2632,55,41,0,2,32,10,32,8,True,True
2633,55,42,1,0,14,10,13,10,True,True
2634,55,43,0,0,20,8,20,8,True,True
2635,55,44,0,1,26,8,26,7,True,True
2636,55,45,2,1,26,9,24,8,True,True
2637,55,46,1,0,17,8,16,8,True,True
2638,55,47,0,0,30,6,30,6,True,True
2639,55,48,1,0,36,7,35,7,True,True
2640,56,1,6,3,112,45,106,42,True,True
2641,56,2,14,0,119,48,105,48,True,True
2642,56,3,5,3,107,61,102,58,True,True
2643,56,4,5,2,91,67,86,65,True,True
2644,56,5,3,1,76,87,73,86,True,True
2645,56,6,6,5,73,77,67,72,True,True
2646,56,7,6,3,71,53,65,50,True,True
2647,56,8,6,2,44,64,38,62,True,True
2648,56,9,5,3,39,96,34,93,True,True
2649,56,10,2,3,45,71,43,68,True,True
2650,56,11,2,1,31,45,29,44,True,True
2651,56,12,4,3,23,37,19,34,True,True
2652,56,13,2,2,16,26,14,24,True,True
2653,56,14,3,3,19,19,16,16,True,True
2654,56,15,1,5,14,17,13,12,True,True
2655,56,16,4,3,14,10,10,7,True,True
2656,56,17,2,3,18,7,16,4,True,True
2657,56,18,7,0,24,8,17,8,True,True
2658,56,19,2,0,19,7,17,7,True,True
2659,56,20,3,1,18,12,15,11,True,True
2660,56,21,3,5,30,13,27,8,True,True
2661,56,22,4,0,22,11,18,11,True,True
2662,56,23,4,1,23,17,19,16,True,True
2663,56,24,1,5,19,9,18,4,True,True
2664,56,25,1,5,15,13,14,8,True,True
2665,56,26,1,2,23,12,22,10,True,True
2666,56,27,5,8,21,11,16,3,True,True
2667,56,28,5,5,30,16,25,11,True,True
2668,56,29,3,6,23,15,20,9,True,True
2669,56,30,7,4,22,16,15,12,True,True
2670,56,31,7,4,32,16,25,12,True,True
2671,56,32,4,2,24,15,20,13,True,True
2672,56,33,8,3,21,15,13,12,True,True
2673,56,34,3,3,19,7,16,4,True,True
2674,56,35,8,4,23,18,15,14,True,True
2675,56,36,2,1,34,16,32,15,True,True
2676,56,37,2,1,23,19,21,18,True,True
2677,56,38,4,5,25,18,21,13,True,True
2678,56,39,3,3,41,19,38,16,True,True
2679,56,40,6,3,44,17,38,14,True,True
2680,56,41,9,3,47,24,38,21,True,True
2681,56,42,3,2,47,24,44,22,True,True
2682,56,43,4,4,37,17,33,13,True,True
2683,56,44,9,3,76,24,67,21,True,True
2684,56,45,7,5,82,35,75,30,True,True
2685,56,46,8,7,78,47,70,40,True,True
2686,56,47,7,4,76,33,69,29,True,True
2687,56,48,4,9,100,41,96,32,True,True
2688,57,1,1,0,11,4,10,4,True,True
2689,57,2,1,0,15,5,14,5,True,True
2690,57,3,2,0,11,6,9,6,True,True
2691,57,4,0,1,12,7,12,6,True,True
2692,57,5,0,0,8,6,8,6,True,True
2693,57,6,0,1,10,7,10,6,True,True
2694,57,7,0,0,4,8,4,8,True,True
2695,57,8,0,1,5,6,5,5,True,True
2696,57,9,0,0,3,6,3,6,True,True
2697,57,10,0,1,2,4,2,3,True,True
2698,57,11,1,0,3,6,2,6,True,True
2699,57,12,0,0,3,1,3,1,True,True
2700,57,13,0,0,1,2,1,2,True,True
2701,57,14,1,0,0,0,-1,0,False,False
2702,57,15,1,0,0,0,-1,0,False,False
2703,57,16,1,0,3,1,2,1,True,True
2704,57,17,0,0,0,2,0,2,False,True
2705,57,18,0,0,4,1,4,1,True,True
2706,57,19,1,0,1,2,0,2,False,True
2707,57,20,2,1,1,0,-1,-1,False,False
2708,57,21,1,0,4,2,3,2,True,True
2709,57,22,0,0,2,0,2,0,True,False
2710,57,23,0,1,3,2,3,1,True,True
2711,57,24,0,0,0,3,0,3,False,True
2712,57,25,0,0,4,1,4,1,True,True
2713,57,26,0,0,5,1,5,1,True,True
2714,57,27,2,0,6,2,4,2,True,True
2715,57,28,0,1,1,1,1,0,True,False
2716,57,29,2,0,3,3,1,3,True,True
2717,57,30,0,2,2,2,2,0,True,False
2718,57,31,0,2,2,5,2,3,True,True
2719,57,32,0,2,2,3,2,1,True,True
2720,57,33,1,1,0,4,-1,3,False,True
2721,57,34,1,0,4,0,3,0,True,False
2722,57,35,1,0,8,1,7,1,True,True
2723,57,36,2,1,4,3,2,2,True,True
2724,57,37,0,0,3,2,3,2,True,True
2725,57,38,0,0,10,3,10,3,True,True
2726,57,39,0,0,5,4,5,4,True,True
2727,57,40,0,0,8,2,8,2,True,True
2728,57,41,0,0,10,3,10,3,True,True
2729,57,42,1,1,5,7,4,6,True,True
2730,57,43,0,0,5,2,5,2,True,True
2731,57,44,0,1,8,6,8,5,True,True
2732,57,45,0,2,9,3,9,1,True,True
2733,57,46,0,0,8,4,8,4,True,True
2734,57,47,0,0,9,10,9,10,True,True
2735,57,48,1,0,15,4,14,4,True,True
2736,58,1,0,0,9,4,9,4,True,True
2737,58,2,0,0,5,2,5,2,True,True
2738,58,3,0,0,5,7,5,7,True,True
2739,58,4,1,0,7,6,6,6,True,True
2740,58,5,0,0,5,4,5,4,True,True
2741,58,6,0,1,4,9,4,8,True,True
2742,58,7,1,0,1,5,0,5,False,True
2743,58,8,0,0,0,1,0,1,False,True
2744,58,9,0,0,3,1,3,1,True,True
2745,58,10,0,0,2,5,2,5,True,True
2746,58,11,0,0,1,1,1,1,True,True
2747,58,12,0,0,3,4,3,4,True,True
2748,58,13,0,0,1,0,1,0,True,False
2749,58,14,0,0,0,0,0,0,False,False
2750,58,15,0,0,1,1,1,1,True,True
2751,58,16,1,0,0,0,-1,0,False,False
2752,58,17,0,0,0,0,0,0,False,False
2753,58,18,0,0,1,1,1,1,True,True
2754,58,19,0,0,2,1,2,1,True,True
2755,58,20,0,0,1,1,1,1,True,True
2756,58,21,0,0,1,2,1,2,True,True
2757,58,22,0,0,2,1,2,1,True,True
2758,58,23,0,0,1,1,1,1,True,True
2759,58,24,0,0,1,2,1,2,True,True
2760,58,25,0,0,0,0,0,0,False,False
2761,58,26,0,0,0,2,0,2,False,True
2762,58,27,0,0,1,2,1,2,True,True
2763,58,28,0,0,2,0,2,0,True,False
2764,58,29,0,0,3,2,3,2,True,True
2765,58,30,0,0,1,2,1,2,True,True
2766,58,31,0,0,1,0,1,0,True,False
2767,58,32,0,0,2,1,2,1,True,True
2768,58,33,0,0,2,1,2,1,True,True
2769,58,34,0,0,5,2,5,2,True,True
2770,58,35,0,0,1,2,1,2,True,True
2771,58,36,0,0,0,1,0,1,False,True
2772,58,37,0,0,2,2,2,2,True,True
2773,58,38,0,0,2,3,2,3,True,True
2774,58,39,0,0,2,1,2,1,True,True
2775,58,40,0,0,3,1,3,1,True,True
2776,58,41,0,0,1,0,1,0,True,False
2777,58,42,0,0,6,2,6,2,True,True
2778,58,43,1,0,7,2,6,2,True,True
2779,58,44,0,0,6,1,6,1,True,True
2780,58,45,0,0,10,1,10,1,True,True
2781,58,46,1,0,11,0,10,0,True,False
2782,58,47,1,0,9,2,8,2,True,True
2783,58,48,0,0,11,2,11,2,True,True
2784,59,1,0,0,0,0,0,0,False,False
2785,59,2,0,0,1,0,1,0,True,False
2786,59,3,0,0,2,0,2,0,True,False
2787,59,4,0,0,0,0,0,0,False,False
2788,59,5,0,0,0,0,0,0,False,False
2789,59,6,0,0,0,0,0,0,False,False
2790,59,7,0,0,0,0,0,0,False,False
2791,59,8,0,0,0,0,0,0,False,False
2792,59,9,0,0,1,7,1,7,True,True
2793,59,10,0,0,0,1,0,1,False,True
2794,59,11,0,0,1,0,1,0,True,False
2795,59,12,0,0,0,0,0,0,False,False
2796,59,13,0,0,0,1,0,1,False,True
2797,59,14,0,0,1,0,1,0,True,False
2798,59,15,0,0,1,0,1,0,True,False
2799,59,16,0,0,0,0,0,0,False,False
