taxi_zone,time_stamp,time_interval,arr_weekday,arr_weekend,avg_weekday,avg_weekend,prob_pu_weekday,prob_pu_weekend,c_pu_weekday,c_pu_weekend
194,6,02:30:00,1.9633593750000067,0.0,0.2,0.0,0.8596139814041862,0.0,39.267187500000134,0.0
194,7,03:00:00,1.000000000000004,1.9375781250000061,0.05,0.2,0.6321205588285592,0.8559475954322789,20.000000000000078,19.37578125000006
194,8,03:30:00,0.0,1.0000000000000029,0.0,0.2,0.0,0.6321205588285588,0.0,10.000000000000028
194,9,04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,10,04:30:00,2.000000000000008,1.000000000000003,0.1,0.1,0.8646647167633884,0.6321205588285588,40.000000000000156,10.000000000000032
194,11,05:00:00,1.000000000000003,0.0,0.1,0.0,0.6321205588285588,0.0,20.000000000000064,0.0
194,12,05:30:00,1.000000000000004,1.9375781250000061,0.05,0.2,0.6321205588285592,0.8559475954322789,20.000000000000078,19.37578125000006
194,13,06:00:00,1.000000000000004,1.8733593750000055,0.05,0.4,0.6321205588285592,0.846393228660699,20.000000000000078,18.733593750000054
194,14,06:30:00,1.6841015625000004,1.55466796875,0.6,0.3,0.8143888829453343,0.7887404842417749,33.68203125000001,15.5466796875
194,15,07:00:00,1.7587500000000034,1.55466796875,0.8,0.3,0.8277399456310996,0.7887404842417749,35.17500000000007,15.5466796875
194,16,07:30:00,1.609384765625001,1.710556640625003,0.65,0.7,0.7999893703557168,0.8192348566153973,32.187695312500026,17.10556640625003
194,17,08:00:00,1.2131054687500025,1.6832031250000026,0.35,0.5,0.7027273264922493,0.814222048023203,24.26210937500005,16.832031250000025
194,18,08:30:00,1.604794921874999,1.6832031250000026,0.95,0.5,0.7990692428118161,0.814222048023203,32.09589843749998,16.832031250000025
194,19,09:00:00,1.2727148437500015,3.245771484375007,0.7,0.7,0.7199297582133142,0.9610614876874009,25.454296875000033,32.45771484375007
194,20,09:30:00,1.7602343750000031,1.4335644531250025,0.8,0.7,0.8279954544669244,0.7615425647477096,35.20468750000006,14.335644531250026
194,21,10:00:00,1.6832031250000026,1.9999804687500005,0.5,1.2,0.814222048023203,0.8646620734703233,33.66406250000005,19.999804687500003
194,22,10:30:00,1.754306640625004,2.518281250000003,0.35,1.6,0.8269728292788902,0.9194019843903257,35.08613281250008,25.18281250000003
194,23,11:00:00,1.97408203125,3.0767773437500026,0.6,2.2,0.8611112507260397,0.9538923935534602,39.481640625,30.767773437500026
194,24,11:30:00,1.530234375,1.8232373046875008,0.3,1.3,0.783515077284155,0.8384979276781485,30.6046875,18.232373046875008
194,25,12:00:00,1.7980810546875037,3.656933593750004,0.55,2.0,0.8343836077126605,0.9741884598325918,35.961621093750075,36.569335937500036
194,26,12:30:00,2.362651367187496,2.4558837890625025,0.85,1.5,0.9058297879032439,0.9142126559885664,47.25302734374992,24.558837890625025
194,27,13:00:00,1.6363476562499983,3.2477124023437494,0.9,2.7,0.8053101805279088,0.9611369908492,32.726953124999966,32.4771240234375
194,28,13:30:00,1.9763671875000022,4.380996093750001,1.0,2.4,0.8614282708612713,0.9874871115985796,39.52734375000004,43.80996093750001
194,29,14:00:00,1.7039843749999979,3.651015625000001,0.85,3.2,0.8180429074646013,0.974035255061099,34.079687499999956,36.51015625000001
194,30,14:30:00,1.7543066406250032,3.869531250000004,0.7,2.0,0.82697282927889,0.9791318509221902,35.08613281250006,38.69531250000004
194,31,15:00:00,2.283315429687501,6.5409423828125055,1.3,3.7,0.8980543478429347,0.9985568721209007,45.666308593750024,65.40942382812506
194,32,15:30:00,3.2566113281250013,6.383377685546874,1.35,4.1,0.9614812956397336,0.9983105929769401,65.13222656250002,63.83377685546874
194,33,16:00:00,2.7,6.707832031249994,2.7,4.3,0.9327944872602503,0.998778690983674,54.0,67.07832031249994
194,34,16:30:00,2.25,6.289674072265626,2.25,5.3,0.8946007754381357,0.998144635436912,45.0,62.89674072265626
194,35,17:00:00,3.65,9.861416015624993,3.65,7.2,0.9740088712212447,0.9999478515456566,73.0,98.61416015624994
194,36,17:30:00,5.0,11.000819091796892,5.0,5.7,0.9932620530009145,0.9999833119738347,100.0,110.00819091796892
194,37,18:00:00,4.25,7.4,4.25,7.4,0.9857357660910008,0.9993887472388704,85.0,74.0
194,38,18:30:00,3.6,15.2000744628906,3.6,7.9,0.9726762775527075,0.9999997495670114,72.0,152.000744628906
